,OBJECTID,CED_JUR_COND,NOMBRE,MATRIZ,NIVELES,CANT_FF,FF_MENOR,FF_MAYOR,LOCALIZACION,created_user,created_date,last_edited_user,last_edited_date,OBSERVACIONES,GlobalID,SHAPE.STArea(),SHAPE.STLength(),SHAPE
439,18026,0,CONDOMINIO ONE ROHRMOSER,00004441 M,11,74,00168822 F,00168895 F,090071 0009 C,108000701,2018-02-02 19:57:03,SDE,2019-01-30 19:15:52,,{0399EEE1-E669-41CB-BACD-3C85B02C9149},952.5024719238281,124.71127534645701,"{'rings': [[[487208.8590000002, 1099356.7585000005], [487202.61569999997, 1099332.9692000002], [487177.4441999998, 1099337.582800001], [487180.08019999973, 1099349.841], [487182.72580000013, 1099362.2357], [487185.49820000026, 1099373.8859], [487211.2840999998, 1099367.1719000004], [487208.8590000002, 1099356.7585000005]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
440,18426,0,VERTICAL RESIDENCIAL GRAMADO,00003651 M,3,3,00124476 F,00124478 R,09000210044 C,108000701,2018-02-05 17:22:35,SDE,2019-01-30 19:15:53,,{6116BFB0-031C-4F9F-87FA-7C1C8AEEA95C},324.2492980957031,76.17161466067985,"{'rings': [[[486811.62229999993, 1099811.1494999994], [486798.34449999966, 1099789.7238999996], [486787.2357000001, 1099796.4608999994], [486800.78419999965, 1099817.7858000007], [486811.62229999993, 1099811.1494999994]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
441,18826,0,CONDOMINIO CUATRO PUNTO CUATRO,00003791 M,2,4,00131749 F,00134952 F,11003630005 C,108000701,2018-06-06 21:11:30,SDE,2019-01-30 19:16:03,,{7211009A-EA69-4C10-9CA0-0CE43CFEFE7D},245.60897827148438,64.97593743227335,"{'rings': [[[492350.29030000046, 1095780.8885999992], [492343.53809999954, 1095770.9644000009], [492326.98369999975, 1095783.0483], [492333.70639999956, 1095792.9518], [492350.29030000046, 1095780.8885999992]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
442,19226,0,CONDOMINIO TORRE U NUNCIATURA,00004525 M,0,477,00172653 F,00173128 F,080020 0006 C,114130745,2018-06-19 17:39:12,SDE,2019-01-30 19:16:03,,{24816312-B783-4E1E-A920-1321FAEFC9DC},3033.8607177734375,220.66133904505892,"{'rings': [[[487613.74700000044, 1099071.2498000003], [487592.57299999986, 1099052.2316999994], [487581.43039999995, 1099063.3608999997], [487566.97300000023, 1099077.8008999992], [487566.07469999976, 1099078.9659000002], [487565.4938000003, 1099080.0247000009], [487565.1776999999, 1099081.3477999996], [487565.33770000003, 1099082.5646000002], [487565.6032999996, 1099083.569599999], [487580.2153000003, 1099104.5517999995], [487598.99980000034, 1099131.5253999997], [487599.37090000045, 1099132.2127999999], [487600.0591000002, 1099132.5824999996], [487600.90589999966, 1099132.7402999997], [487601.96389999986, 1099132.5275999997], [487639.25349999964, 1099095.2868000008], [487615.0103000002, 1099072.0954999998], [487613.74700000044, 1099071.2498000003]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
443,20026,0,INVERSIONES IPSON S A ,00000014 M,1,9,00000284 F,00000292 F,09000250001 C,108000701,2018-08-28 17:23:42,SDE,2019-01-30 19:16:03,,{C4EEA286-AA10-4636-94DD-AF51D211B048},851.0607299804688,117.35565984838614,"{'rings': [[[485187.3727000002, 1099881.3263000008], [485194.5133999996, 1099898.7434], [485201.0155999996, 1099914.6028000005], [485216.06489999965, 1099908.057], [485217.4857000001, 1099907.1867999993], [485218.1157999998, 1099905.5275999997], [485214.68939999957, 1099876.2300000004], [485214.61930000037, 1099874.771400001], [485213.90330000035, 1099873.1053999998], [485211.7591000004, 1099871.9170999993], [485209.3781000003, 1099871.9196000006], [485203.9040000001, 1099874.0681999996], [485198.8936999999, 1099876.3254000004], [485187.3727000002, 1099881.3263000008]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
444,20426,0,CONDOMINIO VERTICAL RESIDENCIAL HYDE PARK ,00004563 M,0,139,00175684 F,00175679 F,08000820008 C,114820761,2018-09-10 16:14:31,SDE,2019-01-30 19:16:03,,{EF6BD760-1135-4A28-90F9-C214450F8FED},1071.055419921875,144.99987532987032,"{'rings': [[[487798.5822999999, 1098882.5684999991], [487797.1325000003, 1098882.4066000003], [487784.31960000005, 1098880.9291999992], [487778.45440000016, 1098880.2633999996], [487741.90330000035, 1098880.0697000008], [487743.08330000006, 1098890.3005999997], [487743.45529999956, 1098891.8610999994], [487744.3035000004, 1098893.4475999996], [487745.1509999996, 1098894.3991], [487746.3690999998, 1098895.4560000002], [487747.2690000003, 1098895.8783999998], [487751.23819999956, 1098896.7738000005], [487756.95409999974, 1098898.1964999996], [487767.4336000001, 1098901.2808999997], [487774.7137000002, 1098903.6993000004], [487776.7226999998, 1098904.3665999994], [487787.23330000043, 1098908.7584000006], [487798.5822999999, 1098882.5684999991]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
445,20826,0,CONDOMINIO RESIDENCIAL VERTICAL ROBLEDAL FLATS,00004512 M,4,30,00172343 M,00172372 M,070004 0001C,111570260,2018-09-12 20:32:08,SDE,2019-01-30 19:16:03,,{F797D462-B3F5-49D9-ADEB-A22D119CAFB6},2348.7305603027344,228.16654781150373,"{'rings': [[[488827.19039999973, 1099808.2984999996], [488827.7213000003, 1099843.3938999996], [488906.80150000006, 1099843.0483], [488906.84389999975, 1099822.2090000007], [488876.0733000003, 1099821.8194999993], [488876.1029000003, 1099808.3583000004], [488827.19039999973, 1099808.2984999996]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
446,21226,0,CONDOMINIO EDIF BETA1 SJ,00000548 M,0,59,008386 F,008444 F,07000440031,111570260,2018-10-18 17:27:15,SDE,2019-01-30 19:16:03,,{8116C04C-27DC-4A2A-85C1-F8A83B5235E3},4469.693328857422,281.4016139512153,"{'rings': [[[487844.5318999998, 1100148.5896000005], [487846.8372999998, 1100156.4661999997], [487852.0242999997, 1100161.8454], [487879.30420000013, 1100177.2144000009], [487888.3334999997, 1100175.1010999996], [487935.20889999997, 1100086.7293999996], [487884.29920000024, 1100085.9609999992], [487844.5318999998, 1100148.5896000005]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
447,21626,0,COMDOMINIO RESIDENCIAL VERTICAL GRAMMY,00004540 M,3,19,00173589 F,00173606 F,090197 0096 C,108000701,2018-11-19 20:07:53,SDE,2019-01-30 19:16:04,,{47BD0C71-D692-4693-9223-84D3EF58489F},1347.6594848632812,153.73140683790427,"{'rings': [[[485458.5845999997, 1100418.4746000003], [485454.57830000017, 1100370.7986999992], [485454.0903000003, 1100371.1122999992], [485454.16500000004, 1100372.1254999992], [485450.8493999997, 1100374.0527], [485445.70409999974, 1100377.3737000003], [485441.1459999997, 1100380.3205999993], [485438.44299999997, 1100381.8543999996], [485436.7408999996, 1100382.8232000005], [485431.1503999997, 1100386.1422000006], [485425.31549999956, 1100389.6097], [485427.36170000024, 1100424.5921], [485435.0422, 1100424.2031999994], [485437.8727000002, 1100424.1542000007], [485456.0351, 1100423.8392999992], [485457.15249999985, 1100423.8381999992], [485457.52880000044, 1100423.5425000004], [485458.37349999975, 1100421.2196999993], [485458.5845999997, 1100418.4746000003]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
448,22826,0,Condominio  Vertical Residencial Sol del Pacafico,00002675 M,0,8,070386 F,070393 F,07000450022 C,111570260,2019-02-01 16:31:56,111570260,2019-02-01 16:31:56,,{A96859BB-844A-43D1-92C3-8989F4313EFC},840.421142578125,118.28461656069122,"{'rings': [[[488354.1771999998, 1099974.168299999], [488369.2740000002, 1099987.8409000002], [488396.04959999956, 1099962.2048000004], [488385.79509999976, 1099953.3745000008], [488375.2558000004, 1099946.5382000003], [488354.1771999998, 1099974.168299999]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
449,22827,0,Condominio  Vertical Residencial Sol del Pacafico,00002675 M,0,8,070386 F,070393 F,07000450022 C,111570260,2019-02-01 16:31:59,111570260,2019-02-01 16:31:59,,{0604FE66-5D8D-4187-B007-3C65470B4456},840.421142578125,118.28461656069122,"{'rings': [[[488354.1771999998, 1099974.168299999], [488369.2740000002, 1099987.8409000002], [488396.04959999956, 1099962.2048000004], [488385.79509999976, 1099953.3745000008], [488375.2558000004, 1099946.5382000003], [488354.1771999998, 1099974.168299999]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
450,23226,0,HORIZONTAL RESIDENCIAL SJ 1-371889-96,00004592 M,1,2,00176851 F,00176852 F,10002850029 C,108000701,2019-03-15 20:02:46,108000701,2019-03-15 20:08:21,,{72F5F6DD-988F-4F6F-B184-5DF3616D7AB3},139.68963623046875,50.57777325194045,"{'rings': [[[489805.96750000026, 1096205.7817000002], [489804.7611999996, 1096206.2676], [489811.0817999998, 1096222.1367000006], [489815.8163999999, 1096220.4646000005], [489818.6776999999, 1096219.4541999996], [489812.4715999998, 1096203.3987000007], [489805.96750000026, 1096205.7817000002]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
451,24026,0,CON.RESIDENCIAL VERTICAL C CUARENTA Y OCHO,00004729 M,4,44,00187571 F,00187614 F,070002 0037 C,108000701,2019-06-27 17:44:16,112350106,2019-07-17 15:59:29,AC Adri. DGT-SURBI-PUB-1036-19,{0ADDB670-0669-4257-BDC1-B2A0F2326631},3163.7620544433594,249.63320997249227,"{'rings': [[[488991.54110000003, 1099856.4137999993], [488994.85819999967, 1099825.8387000002], [488914.7002999997, 1099794.3743999992], [488915.4506000001, 1099819.5359000005], [488924.84329999983, 1099823.9014999997], [488921.6369000003, 1099850.8198000006], [488991.54110000003, 1099856.4137999993]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
452,24427,0,CONDOMINO RESIDENCIAL TORRE LOS YOSES,00004740 M,25,676,00189917 F,00190592 F,010030 0002 C,106720665,2019-07-08 16:41:50,106720665,2019-07-10 16:09:51,,{480A6E4F-ED83-4DDF-97F4-0386F2F319CF},1396.4275512695312,360.3122013093219,"{'rings': [[[493209.7505999999, 1098257.0130000003], [493209.7505999999, 1098250.1338], [493210.92700000014, 1098250.2402999997], [493211.0209999997, 1098248.4619999994], [493211.9227999998, 1098231.0859999992], [493179.3764000004, 1098229.6020999998], [493179.2706000004, 1098231.8246], [493178.7413999997, 1098231.8246], [493178.7413999997, 1098232.6711999997], [493179.1646999996, 1098232.6711999997], [493179.6939000003, 1098249.9221], [493179.6939000003, 1098251.5096000005], [493180.7522, 1098251.5096000005], [493181.70469999965, 1098250.9804999996], [493181.91640000045, 1098250.4513000008], [493182.7631000001, 1098249.4988000002], [493199.0614, 1098249.6045999993], [493199.0614, 1098254.5788000003], [493200.33139999956, 1098254.6845999993], [493202.2363999998, 1098254.8962999992], [493204.1414000001, 1098254.8962999992], [493205.5173000004, 1098255.107999999], [493206.8931, 1098255.2138], [493208.05730000045, 1098255.9546000008], [493209.7505999999, 1098257.0130000003]], [[493196.07689999975, 1098256.1557], [493192.2139999997, 1098255.7852999996], [493187.55730000045, 1098255.9440000001], [493185.1760999998, 1098256.3673999999], [493182.26570000034, 1098257.267000001], [493180.1358000003, 1098258.7751000002], [493179.5007999996, 1098260.7992000002], [493179.40809999965, 1098263.5640999991], [493180.73110000044, 1098266.5274], [493182.3185999999, 1098268.0090999994], [493186.49899999984, 1098269.3849], [493190.89109999966, 1098269.7024000008], [493196.39439999964, 1098269.0673999991], [493198.9343999997, 1098268.1678], [493201.0510999998, 1098266.1041], [493201.9506999999, 1098264.7810999993], [493202.5856999997, 1098262.8232000005], [493202.5856999997, 1098261.0769999996], [493201.20990000013, 1098257.6903000008], [493199.8869000003, 1098256.7378000002], [493198.2851999998, 1098256.1959000006], [493196.07689999975, 1098256.1557]], [[493163.07799999975, 1098277.4387999997], [493162.76049999986, 1098270.4538000003], [493164.03050000034, 1098270.5596999992], [493164.1364000002, 1098272.6763000004], [493164.34800000023, 1098274.0522000007], [493165.82969999965, 1098274.0522000007], [493166.5705000004, 1098273.523], [493167.20550000016, 1098273.3113000002], [493166.25299999956, 1098257.648], [493168.26389999967, 1098256.0604999997], [493167.82930000033, 1098254.8988000005], [493159.892, 1098255.3263000008], [493159.26800000016, 1098256.9070999995], [493157.89219999965, 1098257.4363000002], [493156.9397, 1098258.0713], [493157.6804999998, 1098276.1688], [493156.83389999997, 1098276.486300001], [493156.7280000001, 1098277.8621999994], [493163.07799999975, 1098277.4387999997]], [[493244.53720000014, 1098267.549900001], [493243.33829999994, 1098256.4274000004], [493232.7153000003, 1098257.2821999993], [493232.92819999997, 1098264.3155000005], [493228.05979999993, 1098264.5271000005], [493228.35890000034, 1098269.2369999997], [493244.53720000014, 1098267.549900001]], [[493223.7411000002, 1098269.7184999995], [493223.5089999996, 1098264.8445999995], [493202.9773000004, 1098266.3263000008], [493203.0831000004, 1098271.6180000007], [493210.79480000027, 1098271.085000001], [493218.35560000036, 1098270.2800999992], [493223.7411000002, 1098269.7184999995]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
453,24433,0,COND. RESIDENCIAL VERTICAL AVENIDA 9 SABANA,00004744 M,6,20,00190667 F,00190686 F,020125 0009 C,108000701,2019-07-17 17:32:00,108000701,2019-07-17 17:35:18,,{6686E797-673E-402E-89A2-7A4861DD9A97},541.2575378417969,93.25833444821606,"{'rings': [[[489490.5153999999, 1099193.2797999997], [489511.93740000017, 1099194.8094999995], [489513.84389999975, 1099170.0944999997], [489491.6490000002, 1099168.5656000003], [489490.94849999994, 1099185.0118000004], [489490.6207999997, 1099188.4444999993], [489490.5153999999, 1099193.2797999997]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
454,24833,0,CONDOMINIOS VERTICALES RESIDENCIALES PARQUE AZUL,00003274 M,0,22,00098401 F,00098422 F,070006 0014 C,114130745,2019-08-19 17:09:15,USER_INF_GEOGRAFICA,2020-12-09 15:02:03,,{78375953-0115-48B6-A800-FFB1F9ADDB20},1070.3809814453125,130.8759065618599,"{'rings': [[[487168.2161999997, 1100699.2325], [487178.07820000034, 1100729.9859999996], [487209.46829999983, 1100719.6579999998], [487199.44600000046, 1100688.6713999994], [487168.2161999997, 1100699.2325]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
455,25234,310977376,CONDOMINIO RESIDENCIAL VERTICAL TORRE VIA 74,00004706 M,2,93,00186609 F,00186701 F,080024 0005 C,112250314,2019-08-21 21:16:23,112250314,2019-08-21 21:44:03,,{89AACF51-662B-421B-911A-F234CA93E0A2},1097.1072387695312,137.59902476455096,"{'rings': [[[487644.0382000003, 1098849.9010000005], [487641.2887000004, 1098841.3529000003], [487615.11510000005, 1098852.7138999999], [487620.24260000046, 1098863.7353000008], [487621.5917999996, 1098866.7475000005], [487624.8334999997, 1098874.2539000008], [487632.85649999976, 1098893.1257000007], [487633.46559999976, 1098892.9346999992], [487638.7023, 1098891.5007000007], [487644.17760000005, 1098890.5426000003], [487647.5099999998, 1098889.5867999997], [487648.4614000004, 1098888.6334000006], [487649.4116000002, 1098886.489600001], [487649.76779999956, 1098885.5368000008], [487648.5784, 1098874.231899999], [487646.66860000044, 1098860.8508000001], [487645.4818000002, 1098855.9102999996], [487644.0382000003, 1098849.9010000005]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
456,25633,0,CONDOMINIO RESIDENCIAL VERTICAL TRIBCA,00004751 M,1,166,00190792 F,00190957 F,090113 00141C,112250314,2019-09-20 15:01:50,112250314,2019-09-23 16:57:14,,{041D11A2-BF8C-40B6-AB46-9EE76AB187CE},1056.3872985839844,128.40627011778793,"{'rings': [[[487364.7877000002, 1099334.1653000005], [487379.3071999997, 1099324.9298999999], [487391.8640999999, 1099316.7546999995], [487377.1843999997, 1099293.3706], [487375.64910000004, 1099292.5255999994], [487374.4316999996, 1099292.0506999996], [487373.42640000023, 1099292.0516999997], [487372.15670000017, 1099292.2646999992], [487370.9406000003, 1099293.0595999993], [487346.9497999996, 1099307.8912000004], [487363.2357000001, 1099335.1524999999], [487364.7877000002, 1099334.1653000005]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
457,26033,800390687,CONDOMINIO MARPECAS,00000795 M,1,4,00013381 F,00013384 F,090001 0017 C,106720665,2019-09-24 14:17:33,106720665,2019-09-24 14:24:27,,{F3C65EB4-4E2E-498D-BD07-B52303D8DA94},780.3487854003906,117.26698605065774,"{'rings': [[[487364.7818, 1098990.7420000006], [487349.22809999995, 1098955.9542999994], [487336.07799999975, 1098961.7555999998], [487330.47449999955, 1098964.2411000002], [487346.2736999998, 1098999.1587000005], [487364.7818, 1098990.7420000006]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
458,26034,0,Cond Horizontal vertical Residencial THE PLACE,00003917 M,4,28,00383338 F,00138365 F,09000120009 C,106720665,2019-09-24 14:31:40,106720665,2019-09-24 14:35:17,,{F0C8A60C-A289-4B03-BADF-F9E3BC959D5C},552.7003479003906,98.01970047579286,"{'rings': [[[487534.61039999966, 1099126.2694000006], [487524.99789999984, 1099112.2127], [487500.7120000003, 1099129.8028999995], [487500.1838999996, 1099130.7558999993], [487499.9199000001, 1099131.3381999992], [487499.65610000025, 1099132.0263], [487499.76290000044, 1099132.978599999], [487500.45189999975, 1099134.0889999997], [487508.2078999998, 1099145.366800001], [487534.61039999966, 1099126.2694000006]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
459,26035,109600725,CON DOÑA LORENA,00004496 M,2,4,00170991 F,00170994 F,090102 0012 C,106720665,2019-09-24 15:21:13,106720665,2019-09-24 15:23:46,,{4B1531B5-55D3-46EF-9EAE-E4EA3CE09599},350.3916931152344,81.20658013629122,"{'rings': [[[486542.43290000036, 1099595.5557000004], [486538.49039999954, 1099567.6213000007], [486526.10140000004, 1099569.5405000001], [486530.0674999999, 1099596.3588999994], [486530.2134999996, 1099597.3466999996], [486542.43290000036, 1099595.5557000004]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
460,26036,0,COND ROMA REAL,00004024 M,1,3,00143429 F,00143431 F,090198 0006 C,106720665,2019-09-24 15:36:27,106720665,2019-09-24 15:38:38,,{BD09AEC6-AD9F-47F1-A9DD-A83A6D9980AB},280.4731750488281,75.45647568008738,"{'rings': [[[485470.81850000005, 1100696.5737999994], [485468.6317999996, 1100686.5372000001], [485441.9195999997, 1100689.2015000004], [485442.8180999998, 1100699.3626000006], [485470.81850000005, 1100696.5737999994]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
461,26433,0, , ,0,0, , ,100017 0020 C,106720665,2019-09-24 19:20:25,106720665,2019-09-24 19:20:25,,{B6AFC942-A0F0-4841-B1F3-EEB68F884A3A},12590.779907226562,486.44870669873086,"{'rings': [[[490069.4771999996, 1096591.4584], [490063.9868000001, 1096574.966], [490060.6727999998, 1096567.9499999993], [490057.6300999997, 1096561.9968999997], [490054.98419999983, 1096555.5145999994], [490054.1939000003, 1096552.8356999997], [490052.99990000017, 1096549.0322999991], [490051.62540000025, 1096545.9598999992], [490050.75090000033, 1096544.0052000005], [490043.8717, 1096524.822899999], [490040.8554999996, 1096514.6627999991], [490035.5061999997, 1096516.4773999993], [490013.1229999997, 1096524.2388000004], [490008.7655999996, 1096525.7497000005], [490000.3381000003, 1096528.8424999993], [489961.56599999964, 1096543.1083000004], [489949.96160000004, 1096526.7180000003], [489938.47950000037, 1096526.3066000007], [489936.3849999998, 1096526.9496999998], [489937.64580000006, 1096531.4493000004], [489928.9589999998, 1096534.8570000008], [489925.35840000026, 1096536.012], [489922.7065000003, 1096536.9491000008], [489906.84750000015, 1096540.9750999995], [489909.26439999975, 1096544.8855000008], [489907.1481999997, 1096545.0464999992], [489937.2944, 1096617.6327], [489949.4923999999, 1096647.0030000005], [489952.38460000046, 1096645.490700001], [489961.3657999998, 1096640.7942999993], [489969.1584000001, 1096636.7193999998], [489982.43200000003, 1096629.9331999999], [490064.9349999996, 1096593.5511000007], [490066.0415000003, 1096593.1133999992], [490069.4771999996, 1096591.4584]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
462,27233,0,COND RESIDENCIAL HORIZONTAL ALFA BETA,00004758 M,2,2,00191269 F,00191270 F,090157 0026 C,108000701,2019-11-05 20:14:32,108000701,2019-11-05 21:29:21,,{8C6F73D5-4159-49E2-86DC-052875035952},267.2819519042969,69.18996174565217,"{'rings': [[[486261.9693999998, 1100469.0700000003], [486243.7187999999, 1100455.1696000006], [486236.5806, 1100464.4866000004], [486254.94689999986, 1100478.2517000008], [486261.9693999998, 1100469.0700000003]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
463,27633,0,RESIDENCIAL COMERCIAL URBN,00004788 M,31,722,00193478 F,00194199 f,010016 0010 C,114130745,2019-11-07 20:59:14,114130745,2019-11-07 21:11:18,,{BCD012E5-DA88-43F5-8A04-34443728C551},2280.7205810546875,213.58985930205122,"{'rings': [[[492794.0270999996, 1098274.7155000009], [492792.7753999997, 1098239.5354999993], [492763.84810000006, 1098239.7969000004], [492764.39580000006, 1098274.9946999997], [492766.0217000004, 1098318.7401], [492794.8245000001, 1098316.2807999998], [492794.28949999996, 1098282.7537999991], [492794.0270999996, 1098274.7155000009]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
464,28033,0,COND VERTICAL RESIDENCIAL ALTA LUZ UNO,00004750 M,1,4,00190788 F,00190791 F,090139 0012 C,108000701,2020-01-10 20:13:49,116100301,2020-01-24 20:45:16,,{E39F3A79-7103-4A63-B866-C3DC463AB604},557.1839904785156,102.31330684825687,"{'rings': [[[485672.56209999975, 1100194.7660000008], [485675.45859999955, 1100228.9192999993], [485691.01939999964, 1100226.6554000005], [485690.09690000024, 1100214.5846999995], [485689.1414000001, 1100202.0810000002], [485688.2701000003, 1100190.6786000002], [485677.2717000004, 1100193.5405000001], [485672.56209999975, 1100194.7660000008]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
465,28833,0,COND VERTICAL RESIDENCIAL BELLAVISTA FLATS,00004824 M,4,15,00196411 F,00196425 F,090159 0036C,108000701,2020-01-14 21:09:55,108000701,2020-01-14 21:33:19,,{50BDC308-87A5-43BA-9424-36DA9929FC91},950.662841796875,123.61082519521547,"{'rings': [[[486218.96449999977, 1100263.547700001], [486191.0499, 1100252.4458000008], [486187.50659999996, 1100261.4609999992], [486183.7383000003, 1100271.048800001], [486179.03270000033, 1100282.8322], [486205.5798000004, 1100293.0899999999], [486210.5508000003, 1100282.0480000004], [486214.7960000001, 1100272.7668999992], [486218.96449999977, 1100263.547700001]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
466,29233,0,COND RESIDENCIAL VERTICAL LLAMAS DEL BOSQUE,00004795 M,5,16,00194494 F,00194509 F,090118 0018 C,108000701,2020-01-22 20:46:35,108000701,2020-01-22 20:49:59,,{226A9161-02B3-4392-BAC1-C10B554091B0},464.99346923828125,103.78168451940617,"{'rings': [[[486891.2531000003, 1099623.2399000004], [486900.0515999999, 1099619.9300999995], [486895.9556999998, 1099581.1799999997], [486890.7653000001, 1099581.9778000005], [486883.9698999999, 1099582.9943000004], [486889.3909999998, 1099623.9404000007], [486891.2531000003, 1099623.2399000004]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
467,29633,0,RESIDENCIAL HORIZONTAL SOL Y LUNA,00004447 M,2,2,00169187 F,00169188 F,090142 0008 C,108000701,2020-01-23 21:26:14,108000701,2020-01-23 21:28:04,,{503AC6DE-7278-442E-ACA7-2CFCD789E271},268.79107666015625,68.13092369341776,"{'rings': [[[485667.6041000001, 1100413.6533000004], [485666.66449999996, 1100392.0977999996], [485662.5292999996, 1100392.2455000002], [485654.22020000033, 1100392.4745000005], [485655.18539999984, 1100414.1300000008], [485662.8080000002, 1100413.8270999994], [485667.6041000001, 1100413.6533000004]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
468,30033,0,CONDOMINIO 3101035452,00000086 M,2,9,00002127 F,00002135 F,090127A0017,112250314,2020-02-26 16:26:13,112250314,2020-02-26 16:39:24,,{A28D5E19-4AF2-4BF8-A9E4-52CCC5531923},1021.6914978027344,129.92230123925452,"{'rings': [[[486405.0275999997, 1100381.6689], [486382.375, 1100369.4810000006], [486379.55260000005, 1100374.7862999998], [486376.48950000014, 1100380.9285000004], [486371.0864000004, 1100391.7627000008], [486365.97109999973, 1100401.6656999998], [486365.44159999955, 1100402.3731999993], [486365.62090000045, 1100404.8475000001], [486366.8598999996, 1100406.6137000006], [486386.34109999985, 1100417.3715000004], [486392.88879999984, 1100404.8614000008], [486393.85670000035, 1100403.012], [486399.12650000025, 1100392.9434999991], [486399.64800000004, 1100391.9471000005], [486405.0275999997, 1100381.6689]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
469,30433,0, ,00000179 M,1,2,3254 F,3255 F,09012720007 C,112250314,2020-02-28 17:22:13,USER_INF_GEOGRAFICA,2020-12-09 14:55:23,,{EC05F0E2-9AB2-41BD-B397-E528353A5627},704.56005859375,106.85033286123877,"{'rings': [[[486492.2912999997, 1100024.9136999995], [486483.15830000024, 1100019.5364999995], [486468.2424999997, 1100037.9570000004], [486468.4874, 1100038.1286999993], [486479.98429999966, 1100045.7282999996], [486480.483, 1100046.0579000004], [486487.30730000045, 1100049.7355000004], [486491.81489999965, 1100052.1645999998], [486493.5264999997, 1100053.0868999995], [486495.88999999966, 1100054.167199999], [486506.28699999955, 1100031.4218000006], [486502.8705000002, 1100030.1159000006], [486497.7134999996, 1100027.5802999996], [486495.46860000025, 1100026.4766000006], [486492.2912999997, 1100024.9136999995]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
470,30434,0,COND. HORIZONT-VERT RESIDENCIAL TORRE LY LOS YOSES,00004375 M,0,101,167131 M,167231 M,05005320034,112250314,2020-06-04 17:01:00,USER_INF_GEOGRAFICA,2020-12-09 14:56:33,,{3F9EE0E2-219A-4D75-A217-8D2973C1D274},2121.0008850097656,209.9698063497082,"{'rings': [[[493438.77329999954, 1097706.6630000006], [493432.24729999993, 1097686.0156999994], [493431.0329, 1097682.174900001], [493412.35059999954, 1097687.4080999997], [493403.6013000002, 1097689.8370999992], [493377.9020999996, 1097696.9715], [493360.4751000004, 1097701.3476], [493353.93230000045, 1097702.9905999992], [493366.2723000003, 1097728.7216999996], [493378.57540000044, 1097726.4726999998], [493392.20150000043, 1097721.7102000006], [493438.77329999954, 1097706.6630000006]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
471,30834,0,CONDOMINIO TORRE UNIVERSAL DE FINCAS FILIALES MATR,00004979 M,23,351,00206036 F,00206386 F,080001 0101 C,111570260,2020-06-05 20:07:06,114030753,2021-12-13 21:23:30,,{512CC908-41A3-481C-BC58-E7F24DB89F17},4894.864044189453,298.4034652612426,"{'rings': [[[489186.7659, 1098132.7266000006], [489143.0334000001, 1098138.2281], [489154.0564000001, 1098237.2887999993], [489206.9780000001, 1098232.1778999995], [489204.85250000004, 1098220.8746000007], [489193.44489999954, 1098164.5363999996], [489186.7659, 1098132.7266000006]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
